accession_number	organism_name	path
AJ233406	Buttiauxella warmboldiae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Buttiauxella"
AJ233403	Buttiauxella gaviniae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Buttiauxella"
AJ233404	Buttiauxella izardii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Buttiauxella"
AJ233400	Buttiauxella agrestis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Buttiauxella"
AJ233401	Buttiauxella brennerae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Buttiauxella"
AJ233402	Buttiauxella ferragutiae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Buttiauxella"
MK558235	Scandinavium goeteborgense	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Scandinavium"
JMPL01000225	Kluyvera ascorbata	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Kluyvera"
MT437278	Kluyvera sichuanensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Kluyvera"
AF047186	Kluyvera georgiana	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Kluyvera"
KF057941	Pseudocitrobacter faecalis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Pseudocitrobacter"
MK170368	Pseudocitrobacter vendiensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;""Pseudocitrobacter"
AJ854062	Serratia ureilytica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
VOUX01000001	Serratia bockelmannii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
EU036987	Serratia nematodiphila	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AB061685	Serratia marcescens	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
VTUT01000000	Serratia nevei	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233415	Brenneria nigrifluens	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
MH206610	Brenneria corticis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
KF308292	Brenneria roseae subsp. americana	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
KX987135	Brenneria populi subsp. brevivirga	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
KJ632518	Brenneria populi subsp. populi	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
AJ233409	Brenneria alni	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
AF273037	Samsonia erythrinae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Samsonia"
MK240326	Pectobacterium polonicum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
MH249622	Pectobacterium punjabense	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
JN600332	Pectobacterium atrosepticum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
JN600328	Pectobacterium betavasculorum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
AKVS01000027	Pectobacterium wasabiae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
CP015749	Pectobacterium parmentieri	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
AJ223407	Pectobacterium odoriferum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
RMBU01000000	Pectobacterium versatile	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
AJ233411	Pectobacterium carotovorum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
JF926716	Pectobacterium brasiliense	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
KC337335	Pectobacterium parvum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
MG022082	Pectobacterium polaris	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
JRMH01000000	Pectobacterium actinidiae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
MK035744	Pectobacterium aquaticum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
JN600323	Pectobacterium aroidearum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
MH627387	Pectobacterium fontis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
AJ223409	Pectobacterium cacticida	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Pectobacterium"
U80210	Brenneria salicis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
AJ233416	Lonsdalea quercina	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Lonsdalea"
JF311441	Lonsdalea iberica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Lonsdalea"
JQ291575	Lonsdalea populi	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Lonsdalea"
JF311442	Lonsdalea britannica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Lonsdalea"
JN544202	Brenneria goodwinii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
AJ233418	Brenneria rubrifaciens	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
AOOE01000052	Dickeya dadantii subsp. dadantii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
CP025003	Dickeya fangzhongdai	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
KF639914	Dickeya solani	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
KF308291	Brenneria roseae subsp. roseae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Brenneria"
AF520708	Dickeya dianthicola	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
JX273704	Dickeya aquatica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
MH699400	Dickeya undicola	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
AJ233412	Dickeya chrysanthemi	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
MH577543	Dickeya lacustris	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
AF520712	Dickeya dadantii subsp. dieffenbachiae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
AF520711	Dickeya zeae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
Z96096	Musicola paradisiaca	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Musicola"
MK791744	Dickeya oryzae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
MT226771	Dickeya poaceiphila	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;""Dickeya"
AF366375	Yersinia pseudotuberculosis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
HG326166	Yersinia wautersii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366383	Yersinia pestis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AM182404	Yersinia similis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AJ627597	Yersinia aleksiciae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366377	Yersinia bercovieri	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
CAKR01000050	Yersinia massiliensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366385	Yersinia ruckeri	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
LR745665	Yersinia thracica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366381	Yersinia kristensenii subsp. kristensenii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366376	Yersinia aldovae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
GQ451988	Yersinia pekkanenii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
KJ606916	Yersinia rochesterensi	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
ACCD01000072	Yersinia rohdei	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366380	Yersinia intermedia	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366382	Yersinia mollaretii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366379	Yersinia frederiksenii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
MN434987	Yersinia canariae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
FR729477	Yersinia enterocolitica subsp. palearctica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
AF366378	Yersinia enterocolitica subsp. enterocolitica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
MK129259	Yersinia hibernica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
LR745664	Yersinia artesiana	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
LR745667	Yersinia proxima	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
LR745670	Yersinia alsatica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
DQ400782	Yersinia entomophaga	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
FJ717338	Yersinia nurmii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
LR745669	Yersinia vastinensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Yersinia"
KX421209	Serratia oryzae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
MN737201	Rahnella aceris	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
AJ233426	Rahnella aquatilis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
GQ148969	Rahnella variigena	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
MT012959	Rahnella contaminans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
JN175329	Ewingella americana	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Ewingella"
KJ023821	Hafnia psychrotolerans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;""Hafnia"
KF308403	Rahnella victoriana	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
MN737202	Rahnella laticis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
U90758	Rahnella inusitata	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
MRWD01000109	Rouxiella silvae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rouxiella"
MRWE01000064	Rouxiella badensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rouxiella"
KJ526379	Rouxiella chamberiensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rouxiella"
KF308407	Rahnella bruchi	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
KF308409	Rahnella woolbedingensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Rahnella"
M59155	Hafnia alvei	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;""Hafnia"
AJ233422	Obesumbacterium proteus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;""Obesumbacterium"
FM179943	Hafnia paralvei	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;""Hafnia"
KJ739884	Serratia myotis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233435	Serratia quinivorans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233434	Serratia proteamaculans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233430	Serratia grimesii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
CP006252	Serratia liquefaciens	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
KT387999	Serratia aquatilis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233429	Serratia fonticola	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233428	Serratia ficaria	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
KJ739885	Serratia vespertilionis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233427	Serratia entomophila	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233433	Serratia plymuthica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
MN567110	Serratia inhibens	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233432	Serratia odorifera	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
GU394001	Serratia symbiotica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
AJ233407	Budvicia aquatica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;""Budvicia"
HE574451	Budvicia diplopodorum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;""Budvicia"
MH179307	Serratia microhaemolytica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Serratia"
MK530421	Chimaeribacter arupi	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Chimaeribacter"
MK530419	Chimaeribacter californicus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Chimaeribacter"
MK530420	Chimaeribacter coloradensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;""Chimaeribacter"
KX858081	Rodentibacter heidelbergensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
AF024529	Rodentibacter rarus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
KX858294	Rodentibacter mrazii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
MLAJ01000016	Rodentibacter ratti	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
KX858339	Rodentibacter myodis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
KX858172	Rodentibacter trehalosifermentans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
KR364783	Pasteurella caecimuris	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
AJ438682	Rodentibacter heylii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
LC542623	Rodentibacter haemolyticus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
M75083	Rodentibacter pneumotropicus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Rodentibacter"
EU083529	Aggregatibacter aphrophilus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Aggregatibacter"
MH160776	Aggregatibacter kilianii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Aggregatibacter"
AEPS01000017	Aggregatibacter segnis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Aggregatibacter"
M75039	Aggregatibacter actinomycetemcomitans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Aggregatibacter"
AJ290755	Haemophilus pittmaniae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
KF875567	Mesocricetibacter intestinalis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Mesocricetibacter"
AY362919	Pasteurella canis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
AY362925	Pasteurella stomatis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
ACZR01000003	Pasteurella dagmatis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
AF294410	Pasteurella multocida subsp. multocida	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
AF294412	Pasteurella multocida subsp. gallicida	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
AF294411	Pasteurella multocida subsp. septica	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
M75052	Pasteurella oralis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
AF224292	Haemophilus felis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
AY362897	Actinobacillus seminis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Actinobacillus"
AY362923	Pasteurella mairii	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
U66491	Pasteurella aerogenes	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Pasteurella"
HG931334	Haemophilus massiliensis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
GU966652	Necropsobacter rosorum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Necropsobacter"
AFBC01000053	Haemophilus aegyptius	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
M35019	Haemophilus influenzae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
M75045	Haemophilus haemolyticus	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
MK796039	Haemophilus seminalis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Haemophilus"
AF228001	Gallibacterium anatis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Gallibacterium"
L06078	Gallibacterium salpingitidis	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Gallibacterium"
EU423985	Gallibacterium melopsittaci	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Gallibacterium"
EU339199	Gallibacterium trehalosifermentans	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Gallibacterium"
AY216869	Volucribacter amazonae	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Volucribacter"
AY216868	Volucribacter psittacicida	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Volucribacter"
AY362921	Avibacterium gallinarum	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;""Avibacterium"
